fid,ID,Area
3169,생활서비스시설_공원_1414,49311.750
3170,생활서비스시설_공원_1414,77843.318
3171,생활서비스시설_공원_1414,16926.289
3173,생활서비스시설_공원_1414,469.223
3174,생활서비스시설_공원_1414,816.082
3177,생활서비스시설_공원_1414,374.444
3178,생활서비스시설_공원_1414,15035.946
3179,생활서비스시설_공원_1414,123778.128
3180,생활서비스시설_공원_1414,69469.290
3181,생활서비스시설_공원_1414,69103.319
3182,생활서비스시설_공원_1414,91454.130
3183,생활서비스시설_공원_1414,110309.657
3212,생활서비스시설_공원_1414,352.621
3215,생활서비스시설_공원_1414,59639.218
3216,생활서비스시설_공원_1414,36522.349
3217,생활서비스시설_공원_1414,428.656
3219,생활서비스시설_공원_1414,539.310
3221,생활서비스시설_공원_1414,17387.699
3223,생활서비스시설_공원_1414,123614.426
3224,생활서비스시설_공원_1414,83505.117
3226,생활서비스시설_공원_1414,57743.623
3227,생활서비스시설_공원_1414,17320.308
3228,생활서비스시설_공원_1414,41677.402
3229,생활서비스시설_공원_1414,1007.403
3231,생활서비스시설_공원_1414,1584.107
3232,생활서비스시설_공원_1414,145.285
3236,생활서비스시설_공원_1414,5710.105
3241,생활서비스시설_공원_1414,24570.703
3243,생활서비스시설_공원_1414,8039.281
3244,생활서비스시설_공원_1414,0.060
3245,생활서비스시설_공원_1414,4375.179
3246,생활서비스시설_공원_1414,768.623
3247,생활서비스시설_공원_1414,53900.229
3248,생활서비스시설_공원_1414,478.220
3249,생활서비스시설_공원_1414,929.417
3251,생활서비스시설_공원_1414,2914.284
3252,생활서비스시설_공원_1414,974.916
3253,생활서비스시설_공원_1414,366.213
3255,생활서비스시설_공원_1414,2555.098
3256,생활서비스시설_공원_1414,29648.289
3257,생활서비스시설_공원_1414,330.465
3258,생활서비스시설_공원_1414,18144.185
3259,생활서비스시설_공원_1414,86181.835
3294,생활서비스시설_공원_1414,8377.350
3295,생활서비스시설_공원_1414,1527.323
3296,생활서비스시설_공원_1414,19887.213
3298,생활서비스시설_공원_1414,62353.259
3299,생활서비스시설_공원_1414,36664.820
3300,생활서비스시설_공원_1414,394.697
3301,생활서비스시설_공원_1414,12584.596
3302,생활서비스시설_공원_1414,3926.368
3303,생활서비스시설_공원_1414,25677.333
3304,생활서비스시설_공원_1414,852.978
3308,생활서비스시설_공원_1414,2148.998
3309,생활서비스시설_공원_1414,916.800
3317,생활서비스시설_공원_1414,60594.698
