,fid,avg_Land_Value
327,2178,2935770.505421477
328,2179,2050715.079228891
329,2180,1826749.4912252778
330,2181,890898.8766885328
331,2182,2561845.9852628824
332,2183,4579467.287396863
333,2184,2862932.6530943043
334,2185,1516162.6107277495
335,2186,1915702.7442534915
336,2187,1598209.333178726
337,2189,2390730.4872850874
338,2190,2105498.4359644554
339,2236,2921064.508761216
340,2237,3597551.014041989
341,2238,2104955.5291212243
342,2239,348543.4305962039
343,2240,348665.4283844207
344,2241,339749.1736681088
345,2246,707602.7861414053
346,2247,1383520.5667140977
347,2248,3125534.484751029
348,2249,4847783.515948263
349,2250,5278851.804149621
350,2251,2531392.364167434
351,2252,560578.3255815972
352,2253,1098285.262005862
353,2254,1117850.6181690725
354,2255,691693.2604246235
355,2256,1787902.131763955
356,2257,2747223.3618849847
357,2258,3917595.922783817
358,2259,3214376.561150452
359,2260,2208100.7582706762
360,2261,1959506.354643126
361,2262,1933024.6839174998
362,2263,1535015.9603444533
363,2264,2001388.0769406569
364,2265,2472831.1975533627
365,2266,2676427.2159120687
366,2267,2240153.5541796433
367,2313,4308515.169089337
368,2314,3047290.8216613135
369,2315,1033972.680212769
370,2316,350000.0
371,2317,349317.5425388971
372,2318,346350.3800570516
373,2323,427856.14602516463
374,2324,610013.531254634
375,2325,806273.7940704371
376,2326,4937446.897531905
377,2327,4540850.821745896
378,2328,796360.2795304083
379,2329,2305436.2651590495
380,2330,3414866.702549508
381,2331,3185784.8151022093
382,2332,1587400.9850718572
383,2333,2893492.8092839057
384,2334,3506390.0660847067
385,2335,2635505.374985264
386,2336,2484993.918423758
387,2337,2148252.200949712
388,2338,3239956.46831032
389,2339,3094066.728220669
390,2340,2385538.2361034504
391,2341,2641657.114957369
392,2342,2957142.9018039973
393,2343,2317917.806858321
394,2344,2211474.2017647526
395,2345,1933580.4658116573
396,2388,1346677.028941175
397,2389,5556448.36860296
398,2390,4239017.886279323
399,2391,5240906.6633659545
400,2392,727869.4450350455
401,2393,350000.0
402,2394,448267.8204766057
403,2399,489478.49273920537
404,2400,1573496.7253646634
405,2401,702472.7315945526
406,2402,1350773.710275978
407,2403,478445.7942100422
408,2404,1644215.5350426685
409,2405,3149448.6084018056
410,2406,3348259.4408443253
411,2407,3492775.2655701
412,2408,1602229.0606322256
413,2409,3704324.954049966
414,2410,3424234.704194531
415,2411,3190949.6430129297
416,2412,2707075.6384839863
417,2413,3919762.2056293963
418,2414,2738267.4564183904
419,2415,2803467.88443471
420,2416,2718233.2689853855
421,2417,3235295.650001674
422,2418,3141614.34253298
423,2419,2327463.4980810923
424,2420,2198787.6878071716
425,2421,1951888.9270316563
426,2422,1269720.213952325
427,2423,848020.8526168361
428,2465,1761603.9784166291
429,2466,5764906.569616277
430,2467,4960346.191387733
431,2469,564120.6480321563
432,2470,955180.3914312128
433,2471,1372977.2714374196
434,2477,3137185.0923384246
435,2478,2858987.033112979
436,2479,2593660.0608684546
437,2480,2656330.0684998324
438,2481,3161765.189962154
439,2482,4250249.216189547
440,2483,3506107.0507546393
441,2484,3024503.7191337105
442,2485,2202142.8977796724
443,2486,1192319.3642572367
444,2487,1842407.385538363
445,2488,2053028.8089630902
446,2489,2875473.348605402
447,2490,2458601.210193722
448,2491,2989368.6777587943
449,2492,3306002.823719282
450,2493,3465561.052847873
451,2494,2673739.702973097
452,2495,2405566.491754059
453,2496,2345090.471471533
454,2497,2305242.277996196
455,2498,2168573.495133157
456,2499,1503627.383015363
457,2500,760039.1988426032
458,2501,757938.5848410977
459,2540,1541436.3226061827
460,2541,2574947.490818863
461,2542,2538931.4186611483
462,2543,3195701.116573402
463,2544,921631.8888434314
464,2545,1187343.0706398138
465,2546,1406782.7528659757
466,2547,1276447.4949824563
467,2548,1308449.7274178923
468,2553,2552500.199570104
469,2554,3744726.868930019
470,2555,3327149.2689576424
471,2556,3872639.7877787827
472,2557,3443731.8209420457
473,2558,3834188.5469058733
474,2559,4265014.611739659
475,2560,3306311.753730312
476,2561,2133159.432420399
477,2562,2401314.8193725036
478,2563,2464335.737235769
479,2564,2499578.858023731
480,2565,2584928.0363091733
481,2566,2162153.3033374813
482,2567,2109311.5409951103
483,2568,3774446.570948946
484,2569,3168910.31725675
485,2570,2112146.698753285
486,2571,2619948.1043836265
487,2572,3551753.8578873174
488,2573,3433155.236205544
489,2574,2497498.337567584
490,2575,2521523.3346193824
491,2576,2919426.708052538
492,2577,1917224.9275548828
493,2617,1094654.0491625713
494,2618,2802496.1096976427
495,2619,2385869.853791603
496,2620,2294293.6953673656
497,2621,2785234.4651929373
498,2622,2559608.788786133
499,2623,1718040.155152865
500,2624,3089868.3360898374
501,2625,2777926.4732071203
502,2630,1955448.9918714631
503,2631,4002106.5426428127
504,2632,3346118.8863695087
505,2633,3896775.8258515834
506,2634,3148593.0540444762
507,2635,3721849.6670387452
508,2636,3655968.482438943
509,2637,2853900.4035573145
510,2638,2476402.196763268
511,2639,2856546.576665996
512,2640,1996780.8444690227
513,2641,2383775.387772321
514,2642,2514897.0754682533
515,2643,2066942.5432125104
516,2644,2357478.653425505
517,2645,4222592.848429471
518,2646,2453385.927929268
519,2647,2314618.608217727
520,2648,2426944.664607283
521,2649,2196832.537115572
522,2650,2042137.3715952425
523,2651,1809866.6479768609
524,2652,2111831.9843709134
525,2653,3738559.412568271
526,2654,3093129.132675159
527,2655,2580616.760313226
528,2656,2492791.149076846
529,2657,1323662.9441015278
530,2691,671396.1567857548
531,2692,590592.9623217353
532,2693,2156126.729014645
533,2694,1982580.2590199984
534,2695,2012370.7960510647
535,2696,3650365.471866054
536,2697,3421913.034936552
537,2698,2594701.3931119605
538,2699,3430632.1877920465
539,2700,3313674.7814744995
540,2701,3209681.3292672415
541,2706,1636002.5396578421
542,2707,3728200.550345237
543,2708,3555666.1791567304
544,2709,3572572.3880313835
545,2710,6003165.70927733
546,2711,9008699.136787716
547,2712,2522617.2397315307
548,2713,2384661.10506709
549,2714,2985014.318009109
550,2715,2532905.7002219157
551,2716,1911188.0977938047
552,2717,2451246.0607569106
553,2718,2187377.241948179
554,2719,3575231.172329234
555,2720,2815699.9038624284
556,2721,3178185.287705695
557,2722,2295072.182180043
558,2723,1492261.8756487272
559,2724,1651933.5239646367
560,2725,1701964.3217051127
561,2726,1901094.9025964802
562,2727,1986403.637359652
563,2728,1956707.4169848943
564,2729,2204886.6754469457
565,2730,2052179.9671817517
566,2731,2010745.328912431
567,2732,2230955.6508878507
568,2760,1961378.03395716
569,2761,1600285.0686838347
570,2762,1328434.7263530497
571,2763,1828369.1392668267
572,2764,2140894.335357603
573,2765,2511006.7620226075
574,2766,1890789.6190677572
575,2767,1833567.1734979895
576,2768,1706532.0169465016
577,2769,2340587.726383277
578,2770,1861197.220275493
579,2771,2871276.496990518
580,2772,2657006.924920541
581,2773,2803200.296981877
582,2774,2065434.0559260673
583,2775,2427651.037351292
584,2776,3738752.5351449763
585,2777,3400112.3395496346
586,2778,3506817.913712145
587,2779,1462973.6761650175
588,2784,2374458.311762685
589,2785,2834664.3336985707
590,2786,3984070.7946146335
591,2787,6407610.7067310875
592,2788,3152803.062048562
593,2789,2186796.9496115125
594,2790,3017677.1655903636
595,2791,3543316.5757576968
596,2792,3173379.26713939
597,2793,2793738.0505709234
598,2794,3147871.5972310477
599,2795,3393538.9156552707
600,2796,2370387.6670528636
601,2797,2955323.0630771364
602,2798,2984893.7629848905
603,2799,1267964.4995880753
604,2800,414042.044449479
605,2801,369505.2466676491
606,2802,737968.3135007153
607,2803,1558523.8689348823
608,2804,602001.4555392992
609,2805,1609574.402546728
610,2806,2399014.8475557324
611,2834,1389618.9305780404
612,2835,1941282.718144318
613,2836,2497752.953459482
614,2837,2130503.2882919535
615,2838,2193271.1518867156
616,2839,2295760.4879428684
617,2840,2295700.0497163464
618,2841,2228019.068166429
619,2842,1388580.4652982114
620,2843,2218319.3868180527
621,2844,1959284.197933429
622,2845,2560570.849605895
623,2846,2660347.420648003
624,2847,3045937.595309633
625,2848,2709422.7017990756
626,2849,2772365.1998152374
627,2850,2677653.985984553
628,2851,2005871.0816688258
629,2852,3591539.0005290834
630,2853,4240495.857505626
631,2854,6397180.690858931
632,2855,2610333.644387259
633,2859,6021808.742565586
634,2860,2860123.190081462
635,2861,1309560.7047224243
636,2862,2752817.914290027
637,2863,2531708.4585745702
638,2864,2449015.5351333776
639,2865,2899830.9558052295
640,2866,3108302.0847407617
641,2867,3112649.1834661304
642,2868,2943673.3665161333
643,2869,3490077.919509575
644,2870,2754616.422363382
645,2871,2122765.964891293
646,2872,3046724.7956537725
647,2873,3639130.871383403
648,2874,2791699.3698932864
649,2875,1241840.9529597922
650,2876,546765.7395160085
651,2877,155262.78990944198
652,2878,638368.9740670854
653,2880,355902.9748485561
654,2881,1977485.0930030793
655,2909,1810325.767627115
656,2910,2203703.3616011487
657,2911,2442619.1762269223
658,2912,2257766.348167649
659,2913,3353271.957565278
660,2914,2541070.9554051
661,2915,2440674.869840799
662,2916,2485196.5977535127
663,2917,2416842.4817350544
664,2918,2268494.3052574606
665,2919,2810506.3456598315
666,2920,2871178.545533494
667,2921,2144933.366086767
668,2922,2357448.059613546
669,2923,2966254.9430921418
670,2924,3450650.3993266267
671,2925,2579968.4270042437
672,2926,2199126.5855495087
673,2927,2691419.2562493077
674,2928,3464129.7237039125
675,2929,4027053.849141134
676,2930,6397938.741772923
677,2931,4791186.73103925
678,2932,1584642.8408082703
679,2935,4406562.525583836
680,2936,7759475.521348193
681,2937,6183635.862528486
682,2938,1746765.2738584212
683,2939,949827.8034572742
684,2940,2461742.3604756347
685,2941,2901236.8159447056
686,2942,2702886.3254394485
687,2943,2796899.92193991
688,2944,2930437.4074191544
689,2945,2835698.872552833
690,2946,2318419.9243340027
691,2947,1072652.8522513774
692,2948,2688907.110749877
693,2949,3050960.3110167594
694,2950,1943969.2167209308
695,2951,2894136.2241793578
696,2952,1728984.2641989912
697,2954,1028464.9520099954
698,2955,1349256.1407222094
699,2957,793038.8480587869
700,2958,2329542.9077314585
702,2981,3705.780952106336
704,2985,2575653.8204335216
705,2986,3266559.3977137967
706,2987,4715171.784603821
707,2988,2367170.6366630928
708,2989,2590442.887007001
709,2990,2460705.5960535915
710,2991,2330671.0761759216
711,2992,3333551.208403466
712,2993,2617831.605276503
713,2994,2523171.744149619
714,2995,2439497.9713070337
715,2996,2234468.0734309265
716,2997,2025266.0926096023
717,2998,2680926.1383947325
718,2999,2804078.7648061467
719,3000,2276160.0717324764
720,3001,1141782.0540339777
721,3002,3019251.003993611
722,3003,3188453.7258875775
723,3004,4971696.095289365
724,3005,7435740.045633247
725,3006,5919255.0077167
726,3007,3533154.89521347
727,3011,5194978.014182524
728,3012,6423457.373184223
729,3013,3576262.3154639695
730,3014,5866447.097200511
731,3015,850672.3862763334
732,3016,2272718.34503118
733,3017,2213065.756093778
734,3018,2587855.956827012
735,3019,2894121.9054789403
736,3020,3119323.630308359
737,3021,1838670.4035184016
738,3022,800281.9401126825
739,3023,2189998.9342828994
740,3024,2633344.308151652
741,3025,2481806.6398902596
742,3026,1218577.4003509956
743,3027,2493135.6593288723
744,3028,2572170.343234466
745,3029,1511923.8303683936
746,3030,1627570.6264063278
747,3031,2889907.8338679043
748,3033,810714.5222550958
749,3062,1869590.560777929
750,3063,3896608.003155463
751,3064,3547798.722969292
752,3065,2362031.1175836246
753,3066,2604050.438016799
754,3067,2739229.2068139766
755,3068,2994491.8707936015
756,3069,2233129.190139777
757,3070,2099428.385481095
758,3071,2444471.2395105846
759,3072,2227436.441877187
760,3073,2277206.65935844
761,3074,2545276.4612387293
762,3075,2440968.2152992734
763,3076,1245485.0710223895
764,3078,2266980.774279931
765,3079,2858418.891561192
766,3080,5464041.14563216
767,3081,8174217.629028303
768,3082,6307121.279530358
769,3083,5144450.803415282
770,3088,5241511.298596953
771,3089,4439367.337926809
772,3090,9083638.529071176
773,3091,4583424.768034738
774,3092,1205439.858873142
775,3093,2813605.779803979
776,3094,3858231.772658607
777,3095,2814087.5805133544
778,3096,2892633.832027432
779,3097,2760927.0063397675
780,3098,3087146.3194350526
781,3099,4069685.185609012
782,3100,2521591.826496826
783,3101,2523067.4222349343
784,3102,1388156.1417222486
785,3103,1085491.323338381
786,3104,1224508.746999577
787,3105,1084123.3313094801
788,3106,1148719.9111837624
789,3107,1010998.2335292345
790,3108,80037.72687934835
791,3134,1780.3167108571245
793,3137,2057388.6733133048
794,3138,2288737.604987344
795,3139,1874657.442372679
796,3140,3765172.561292703
797,3141,4047274.974722245
798,3142,2508522.9566156752
799,3143,2338437.2628917987
800,3144,2642685.8569098734
801,3149,1684067.2776801048
802,3150,2207481.57919597
803,3151,1273801.8588184125
804,3152,2086432.5877659305
805,3153,2247271.079365053
806,3154,2320246.655369594
807,3155,3110942.095869994
808,3156,4899102.585053032
809,3157,4568844.777734191
810,3158,3134743.744563346
811,3159,4384859.935082082
812,3164,5312301.943104802
813,3165,8934255.980717253
814,3166,9023395.327924374
815,3167,4344824.013040324
816,3168,2318644.305956724
817,3169,2312121.0679098614
818,3170,1312664.319901432
819,3171,2258517.8751264564
820,3172,3763466.6130622965
821,3173,3011222.5973606766
822,3174,2975111.177932189
823,3175,3681198.758620969
824,3176,6495235.729067959
825,3177,3451523.2159637036
826,3178,1763816.431398104
827,3179,453790.62072993495
828,3180,1246670.3416442014
829,3181,1532809.6541205395
830,3182,1071425.0423387245
831,3183,808544.9311868845
833,3212,2138.0937689794864
834,3215,1385166.0331767958
835,3216,1793518.2410449262
836,3217,3063474.8177743973
837,3218,4194238.797847038
838,3219,2000206.5702743859
839,3220,2595596.506301085
840,3221,1928178.5884293194
841,3223,215086.1122635067
842,3224,514035.83778536523
843,3226,1243262.777592713
844,3227,1518153.9775937325
845,3228,1479143.5371102341
846,3229,2683851.592781246
847,3230,2761010.123852563
848,3231,2273296.458897075
849,3232,2785736.303105304
850,3233,4548675.750399343
851,3234,3304169.6141305566
852,3235,3837135.26864983
853,3236,3361332.1173362406
854,3241,4818124.347869332
855,3242,6349919.08254135
856,3243,6635815.479047801
857,3244,997610.6968851711
858,3245,4015308.6867645206
859,3246,3121922.774162371
860,3247,1466523.5390966444
861,3248,3418577.5554359867
862,3249,2385252.8651670623
863,3250,2016667.5424127656
864,3251,1870752.0795609558
865,3252,3753059.1520754346
866,3253,3296793.9560839697
867,3254,2326184.2368059345
868,3255,2686981.2859307295
869,3256,2321369.751273954
870,3257,3091014.0041805496
871,3258,2451503.4292074083
872,3259,953818.8743197516
873,3286,672.8312441217629
874,3293,3648184.7136654644
875,3294,3168523.0346931308
876,3295,2393454.576308993
877,3296,2748008.79845916
878,3298,1132503.0704739217
879,3299,1680930.365572146
880,3300,1463139.8956950547
881,3301,1846259.5742306253
882,3302,2001399.5284492164
883,3303,2191806.0898877713
884,3304,2614878.519398646
885,3307,2812402.856244004
886,3308,9342411.099021615
887,3309,5402122.368718532
888,3310,3143559.0475773066
889,3311,3560713.966186363
890,3317,2476582.884523487
891,3318,5519330.5242091445
892,3319,2412114.085960729
893,3320,4000955.8413396305
894,3321,3296144.72233144
895,3322,2409251.2409998626
896,3323,2932637.6810300075
897,3324,2123170.2341609625
898,3325,1937746.856589955
899,3326,657773.9813054681
900,3327,1666673.1776225872
901,3328,3057154.910768119
902,3329,739476.2314258064
903,3330,1814479.516700356
904,3331,2614489.4119816027
905,3332,3828645.8712014104
906,3333,2576361.4567712923
907,3334,638924.5639818974
908,3361,156.76547968492477
909,3375,888695.1394696374
910,3377,1632702.6397459796
911,3379,1092143.26231209
912,3384,4361906.713515714
913,3385,5062798.941856326
914,3387,3686892.5553761646
915,3388,3486970.7591728535
916,3395,4570245.5207614945
917,3396,2925290.92220404
918,3397,5838505.690990163
919,3398,4078945.566725161
920,3399,3471099.7829510514
921,3400,2417026.7572240205
922,3401,1791995.7571701119
923,3403,860528.6807851986
924,3404,2517409.0042873854
925,3405,3523546.237901708
926,3406,2183928.1559232944
927,3407,2107489.8717811797
928,3408,2315381.9681464736
929,3409,2797714.7101243874
930,3410,711938.433983854
931,3411,47897.96641720949
932,3450,2167297.281618809
933,3451,4196640.693449788
934,3452,1934418.535207055
935,3456,146492.2781489567
936,3460,7018772.548317233
937,3461,2748319.4181635366
938,3462,3838006.192448914
939,3463,4136640.7132221437
940,3464,4066386.9194201203
941,3465,5252278.96468366
942,3471,911487.6457366416
943,3472,6362605.364162188
944,3473,3312681.4271734026
945,3474,3831111.6361331227
946,3475,3433037.9966082685
947,3476,2447257.827275877
948,3477,1858284.8663684616
949,3478,1654414.213870525
950,3479,2499829.2571820817
951,3480,3356142.5217745174
952,3481,3703912.8842554027
953,3482,2726432.817181206
954,3484,1541641.965137205
955,3485,1236338.3866909898
956,3524,1146390.6995879787
957,3525,1915503.6536981273
958,3526,2209895.571470558
959,3527,2582931.2797314567
960,3528,3321074.1453074985
961,3529,2998252.5366340745
962,3532,188537.95496634778
963,3533,1247600.481489327
964,3536,4858893.740910548
965,3537,3873002.6342203286
966,3538,3719814.966907892
967,3539,3900204.9569217656
968,3540,5308498.146117573
969,3541,9056069.640190803
970,3542,4488871.459668125
971,3548,1202241.3753717523
972,3549,3507640.359234036
973,3550,3360228.0292460853
974,3551,3595341.388468229
975,3552,2536078.3290333003
976,3553,2108545.6669649193
977,3554,1601661.4401201
978,3555,2877109.4148689355
979,3556,2859927.037737153
980,3557,3419051.0866769776
981,3558,3312877.2711322773
982,3559,503165.83902852936
983,3560,196301.85970439017
984,3561,421839.4961206723
985,3601,1249537.9270690158
986,3602,1739333.901463015
987,3604,1918699.9787024881
988,3610,2536226.1573914513
989,3611,3123967.3181902017
990,3612,3995684.4435979286
991,3613,4054404.600374032
992,3614,4406905.268489157
993,3615,7059329.78664708
994,3616,6831536.410246255
995,3617,4542845.372453613
996,3618,4447869.471690346
997,3619,3022524.3705629045
998,3624,2045701.9283167957
999,3625,2640032.864350052
1000,3626,2655167.0023776772
1001,3627,2372209.688492492
1002,3628,3120453.2702347026
1003,3629,3446106.8427620237
1004,3630,1345905.8806888403
1005,3631,2899372.2438345244
1006,3632,2456233.918072992
1007,3633,6260738.237226671
1008,3634,3420782.417321277
1009,3635,1924250.651198021
1010,3636,315674.3091441784
1011,3673,1084079.8760050323
1012,3683,1545761.6174401338
1013,3684,1290565.501347832
1014,3686,1337330.604204928
1015,3687,2879686.976880006
1016,3688,4246779.402159457
1017,3689,5445872.409317867
1018,3690,5317024.845840145
1019,3691,5951525.597059502
1020,3692,4636149.3390780585
1021,3693,4234696.203002084
1022,3694,3973405.5028422936
1023,3695,3183725.4009464104
1024,3696,6419434.436455843
1025,3697,6198406.540920158
1026,3701,1887195.891058218
1027,3702,1900875.4270552893
1028,3704,2740216.563997692
1029,3705,3613636.76339064
1030,3706,2973740.6259928592
1031,3707,2673802.7257037507
1032,3708,2957251.486950927
1033,3709,3346156.7034850516
1034,3710,3585472.3544278797
1035,3711,1467452.1054640226
1036,3712,211350.9989378245
1037,3713,307915.8817259006
1038,3750,1874145.2973126878
1039,3751,1774925.6527641772
1040,3752,1449947.7561705401
1041,3759,2810901.9518439043
1042,3760,2975718.880041243
1043,3761,2409813.62121418
1044,3762,2660383.5942864483
1045,3763,2979325.794713587
1046,3764,4014155.248354522
1047,3765,3907648.8978722855
1048,3766,3358655.5886036423
1049,3767,2487694.6141059534
1050,3768,2505771.7013319605
